id,description,hint,difficulty,volume,chapter,section
Integration by Parts Formula,"The formula ∫u dv = uv - ∫v du, derived from the product rule for differentiation.",Identify which part of the integrand to call u (usually the part that simplifies when differentiated) and which to call dv (the part you can integrate).,1,2,Integration Techniques,1.1 Integration by Parts
Choosing u and dv Strategically,"The selection process for u and dv using priority rules like LIATE (Logarithmic, Inverse trig, Algebraic, Trigonometric, Exponential).","Use LIATE as a guide: choose u as the function that appears first in this list, and let dv be the rest.",2,2,Integration Techniques,1.1 Integration by Parts
Repeated Integration by Parts,Applying integration by parts multiple times when a single application doesn't yield an elementary integral.,"After the first application, treat the new integral the same way, keeping track of your u and dv choices consistently.",3,2,Integration Techniques,1.1 Integration by Parts
Integration by Parts with Polynomials,Using integration by parts when the integrand contains a polynomial factor multiplied by an exponential or trigonometric function.,Let u be the polynomial (it simplifies when differentiated) and dv be the exponential or trigonometric part.,2,2,Integration Techniques,1.1 Integration by Parts
Tabular Integration Method,"A systematic tabular approach for repeated integration by parts, especially efficient for polynomial times exponential or trigonometric functions.","Create columns for derivatives of u and integrals of dv, alternating signs, then combine diagonally to get your answer.",3,2,Integration Techniques,1.1 Integration by Parts
Integration by Parts with Logarithms,"Applying integration by parts to integrals involving logarithmic functions, typically setting u = ln(x).","When you see ln(x) alone or multiplied by a polynomial, let u = ln(x) since its derivative 1/x is simpler.",2,2,Integration Techniques,1.1 Integration by Parts
Integration by Parts with Inverse Trigonometric Functions,Using integration by parts for integrals containing inverse trigonometric functions like arctan(x) or arcsin(x).,Let u equal the inverse trig function because its derivative is algebraic and often simpler to work with.,3,2,Integration Techniques,1.1 Integration by Parts
Cyclic Integration by Parts,"A technique where repeated integration by parts eventually returns to the original integral, allowing algebraic solution.","If after two applications you see the original integral reappear, move it to the left side and solve algebraically.",4,2,Integration Techniques,1.1 Integration by Parts
Powers of Sine and Cosine,Integrals of the form ∫sin^m(x)cos^n(x)dx where m and n are positive integers.,"If one exponent is odd, strip off one factor and use the Pythagorean identity to convert the rest; if both are even, use power-reducing formulas.",1,2,Integration Techniques,1.2 Trigonometric Integrals
Pythagorean Identity for Integration,Using sin²x + cos²x = 1 to convert between sine and cosine powers during integration.,"When you have an odd power, save one factor for du and convert the remaining even power using the identity.",1,2,Integration Techniques,1.2 Trigonometric Integrals
Power-Reducing Formulas,Identities like sin²x = (1-cos(2x))/2 and cos²x = (1+cos(2x))/2 used to integrate even powers.,Apply these formulas when both sine and cosine have even powers to convert to first powers of double angles.,1,2,Integration Techniques,1.2 Trigonometric Integrals
Powers of Tangent and Secant,Integrals of the form ∫tan^m(x)sec^n(x)dx requiring strategic use of trigonometric identities.,"If secant has even power, strip off sec²x for du and convert remaining secants using 1+tan²x = sec²x; if tangent is odd, strip off sec(x)tan(x).",1,2,Integration Techniques,1.2 Trigonometric Integrals
Tangent-Secant Pythagorean Identity,Using 1 + tan²x = sec²x to convert between tangent and secant powers during integration.,This identity lets you express secants in terms of tangents or vice versa when setting up u-substitution.,1,2,Integration Techniques,1.2 Trigonometric Integrals
Reduction Formula for Trigonometric Powers,Recursive formulas that express ∫sin^n(x)dx or ∫sec^n(x)dx in terms of integrals with lower powers.,"Use integration by parts to derive these formulas, then apply them repeatedly to reduce the exponent to a manageable base case.",1,2,Integration Techniques,1.2 Trigonometric Integrals
Products of Sine and Cosine,Integrals like ∫sin(mx)cos(nx)dx solved using product-to-sum formulas.,"Convert the product to a sum using identities like sin(A)cos(B) = [sin(A+B)+sin(A-B)]/2, then integrate term by term.",1,2,Integration Techniques,1.2 Trigonometric Integrals
Trigonometric Substitution Selection,Choosing when to use trigonometric methods versus other integration techniques for trigonometric integrands.,"Look at the form and powers first: odd powers suggest u-substitution, even powers suggest power-reducing, mixed products suggest product-to-sum.",1,2,Integration Techniques,1.2 Trigonometric Integrals
Trigonometric Substitution for Square Roots,"A technique using trigonometric identities to eliminate square roots of the form √(a²-x²), √(a²+x²), or √(x²-a²) from integrands.","Match the radical form to determine whether to use sine, tangent, or secant substitution based on the sign pattern.",7,2,Integration Techniques,1.3 Trigonometric Substitution
Sine Substitution for √(a²-x²),"The substitution x = a sin(θ) transforms √(a²-x²) into a cos(θ), eliminating the radical.",Draw a right triangle with opposite side x and hypotenuse a to visualize why √(a²-x²) equals the adjacent side a cos(θ).,6,2,Integration Techniques,1.3 Trigonometric Substitution
Tangent Substitution for √(a²+x²),The substitution x = a tan(θ) transforms √(a²+x²) into a sec(θ) using the identity 1 + tan²(θ) = sec²(θ).,"Remember that dx = a sec²(θ) dθ, and use the tangent-secant identity to simplify the radical.",6,2,Integration Techniques,1.3 Trigonometric Substitution
Secant Substitution for √(x²-a²),The substitution x = a sec(θ) transforms √(x²-a²) into a tan(θ) using the identity sec²(θ) - 1 = tan²(θ).,"Ensure x ≥ a or x ≤ -a for the square root to be defined, and restrict θ accordingly.",7,2,Integration Techniques,1.3 Trigonometric Substitution
Reference Triangle for Back-Substitution,A right triangle constructed from the trigonometric substitution to convert the final answer back to the original variable x.,"Label the triangle sides based on your substitution equation, then read off the relationships you need for converting back.",5,2,Integration Techniques,1.3 Trigonometric Substitution
Completing the Square Before Substitution,Rewriting quadratic expressions ax² + bx + c in the form a(x-h)² + k to match standard substitution patterns.,"Factor out the coefficient of x² first, then complete the square on the remaining expression before identifying the substitution.",6,2,Integration Techniques,1.3 Trigonometric Substitution
Trigonometric Identity Application in Integration,Using Pythagorean identities to simplify expressions after trigonometric substitution before integrating.,"After substitution, look for opportunities to apply sin²θ + cos²θ = 1, 1 + tan²θ = sec²θ, or sec²θ - 1 = tan²θ.",5,2,Integration Techniques,1.3 Trigonometric Substitution
Domain Restrictions in Trig Substitution,Appropriate restriction of θ to ensure the inverse trigonometric function is well-defined when back-substituting.,"For sine use [-π/2, π/2], for tangent use (-π/2, π/2), for secant use [0, π/2) ∪ (π/2, π] depending on sign of x.",6,2,Integration Techniques,1.3 Trigonometric Substitution
Rational Function Decomposition,A rational function P(x)/Q(x) can be expressed as a sum of simpler fractions when degree of P is less than degree of Q.,"First check if the numerator's degree is less than the denominator's; if not, perform polynomial long division first.",1,2,Integration Techniques,1.4 Partial Fractions
Proper vs Improper Rational Functions,"A rational function is proper if degree of numerator is less than degree of denominator, otherwise improper.",Compare the highest power terms in numerator and denominator to determine if long division is needed.,1,2,Integration Techniques,1.4 Partial Fractions
Linear Factor Decomposition,"For each linear factor (ax+b) in the denominator, include a term A/(ax+b) in the partial fraction decomposition.",Each distinct linear factor gets its own constant numerator in the decomposition.,2,2,Integration Techniques,1.4 Partial Fractions
